what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332959522697
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332959527694
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332959582864
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332959599588
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1332959602839
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332959602861
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1332959607984
opened,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1332959628205
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1332959628283
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1332959633162
opened,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1332959638037
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1332959638117
closed,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1332959640513
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1332959648003
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1332959650784
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1332959652812
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1332959654063
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1332959673093
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1332959676780
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1332959677632
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1332959678884
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1332959679548
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332959681255
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332959683503
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332959692594
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1332959694414
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1332959695406
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1332959696060
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332959696821
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332959697834
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332959719014
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332959735950
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332959826880
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1332959860736
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1332959862260
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332959863196
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332959864166
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332959885034
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332959888821
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332960005822
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1332960008363
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1332960041950
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332960082532
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332960129574
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1332960140159
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1332960141123
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332960141726
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332960217881
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332960246310
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332960341709
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332960357010
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332960363730
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332960365486
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332960475391
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1332960477808
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1332960485808
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1332960522440
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1332960522757
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1332960523773
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1332960524347
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1332960524906
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1332960525098
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1332960525804
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1332960526848
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1332960543908
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1332960546241
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332960548914
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332960557115
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1332960558869
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1332960561913
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1332960562092
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1332960562267
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1332960562620
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332960567570
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332960588205
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332960605046
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1332960622138
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332960623197
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1332960631630
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332960631652
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332960659796
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332960682574
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332960781558
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1332960784442
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1332960796520
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1332960799650
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1332960803588
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1332960807001
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1332960807949
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1332960811649
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1332960838064
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332960938100
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332961161746
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332961165610
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332961338761
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1332961341245
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1332961353343
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1332961355908
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1332961362768
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1332961367307
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332961434643
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332961435902
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1332961437231
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1332961456347
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1332961476863
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332961518263
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332961618401
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1332961621326
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332961622459
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332961627285
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332961667964
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1332961690496
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1332961695058
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1332961702983
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1332961704345
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1332961704961
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1332961707323
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1332961718674
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1332961720297
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1332961725643
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1332961728602
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1332961733778
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1332961736296
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1332961736972
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1332961737920
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1332961738488
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332961741718
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332961742903
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332961746900
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1332961749372
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1332961749911
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1332961750906
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1332961751587
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1332961752374
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332961752982
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332961754348
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332961814377
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1332961822124
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1332961824110
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332961831002
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332961831820
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332961861182
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332961865300
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332961909645
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332961920961
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332961932974
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332961936558
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1332961939021
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1332961940944
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1332961967485
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1332961980823
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1332961985903
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1332961989821
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1332962003965
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1332962010637
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1332962012076
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1332962040217
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1332962040972
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332962041225
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332962041992
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332962043241
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332962047792
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332962079344
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332962100726
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332962104594
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332962115021
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1332962122824
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1332962123073
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1332962123471
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332962127701
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332962164586
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332962201789
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332962207303
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332962212467
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332962218855
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332962231192
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332962262254
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332962262428
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1332962262971
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1332962263651
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1332962264075
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332962264529
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1332962269684
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332962274099
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332962278128
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332962294497
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332962316837
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332962327394
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1332962342462
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1332962345739
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332962347697
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332962533784
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1332962537022
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1332962548239
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1332962548648
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1332962549324
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1332962549535
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1332962551560
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1332962552271
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1332962552481
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332962568499
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332962571537
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332962586206
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1332962587811
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1332962592550
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332962594860
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332962595330
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332962753103
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1332962763346
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332962764079
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332962824865
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332962827045
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332963577606
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332964652507
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332964654101
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1332964654589
stopped,bundle,org.eclipse.m2e.discovery,1.0.100.20110804-1717,"org.eclipse.m2e.discovery",1332964654628
stopped,bundle,org.eclipse.m2e.refactoring,1.0.100.20110804-1717,"org.eclipse.m2e.refactoring",1332964654628
stopped,bundle,org.eclipse.m2e.editor,1.0.100.20110804-1717,"org.eclipse.m2e.editor",1332964654629
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.100.20110804-1717,"org.eclipse.m2e.editor.xml",1332964654630
stopped,bundle,org.eclipse.m2e.jdt,1.0.100.20110804-1717,"org.eclipse.m2e.jdt",1332964654630
stopped,bundle,org.eclipse.m2e.launching,1.0.100.20110804-1717,"org.eclipse.m2e.launching",1332964654630
stopped,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1332964654631
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1332964654631
stopped,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1332964654632
stopped,bundle,org.eclipse.help.webapp,3.6.0.v20110518,"org.eclipse.help.webapp",1332964654633
stopped,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1332964654633
stopped,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1332964654633
stopped,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1332964654633
stopped,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1332964654633
stopped,bundle,org.eclipse.help.base,3.6.1.v201109091335,"org.eclipse.help.base",1332964654633
stopped,bundle,org.eclipse.equinox.http.jetty,2.0.100.v20110502,"org.eclipse.equinox.http.jetty",1332964654633
stopped,bundle,org.eclipse.m2e.core.ui,1.0.100.20110804-1717,"org.eclipse.m2e.core.ui",1332964654634
stopped,bundle,org.eclipse.m2e.core,1.0.100.20110804-1717,"org.eclipse.m2e.core",1332964654638
stopped,bundle,org.eclipse.mylyn.ide.ant,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ant",1332964654638
stopped,bundle,org.eclipse.ant.ui,3.5.100.v20110510,"org.eclipse.ant.ui",1332964654639
stopped,bundle,org.eclipse.ant.launching,1.0.100.v20110506,"org.eclipse.ant.launching",1332964654640
stopped,bundle,org.eclipse.egit.mylyn.ui,1.1.0.201109151100-r,"org.eclipse.egit.mylyn.ui",1332964654640
stopped,bundle,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui",1332964654640
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk",1332964654640
stopped,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1332964654641
stopped,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1332964654641
stopped,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1332964654642
